,video,short-term_memorability,long-term_memorability
145,7670,0.8569642305374146,0.75930255651474
146,7671,0.7876371145248413,0.5869662165641785
147,7672,0.8768975138664246,0.8219277262687683
148,7673,0.9034610390663148,0.8453550934791565
149,7674,0.8546165227890015,0.7779579162597656
150,7675,0.823826253414154,0.848141074180603
151,7676,0.874215841293335,0.8072969913482666
152,7677,0.7946134805679321,0.6584857702255249
153,7678,0.925581157207489,0.8693212866783142
154,7679,0.8467311263084412,0.7669865489006042
155,7680,0.8824601769447327,0.8291014432907104
156,7681,0.8152358531951904,0.7168727517127991
157,7682,0.8896817564964294,0.8251669406890869
158,7683,0.8864639401435852,0.7580035328865051
159,7686,0.886906087398529,0.8334452509880066
160,7687,0.8955093622207642,0.8203635215759277
161,7688,0.8153946399688721,0.7228282690048218
162,7689,0.7683596014976501,0.6373334527015686
163,7690,0.8251230716705322,0.7355211973190308
164,7691,0.923869013786316,0.8849330544471741
165,7692,0.8293429017066956,0.7128056883811951
166,7694,0.9034458994865416,0.8711580038070679
167,7696,0.9065484404563904,0.8859688043594359
168,7697,0.8882805109024048,0.8230092525482178
169,7698,0.8577068448066711,0.8036555051803589
170,7699,0.8322681188583374,0.7343282699584961
171,7701,0.8449687361717224,0.8048498034477234
172,7702,0.8734329342842102,0.785002589225769
173,7703,0.7955942153930664,0.7089951038360596
174,7704,0.7728632688522339,0.5840135216712952
175,7705,0.8557146787643433,0.7802621126174927
176,7706,0.8930304646492004,0.7777783274650574
177,7707,0.7457277178764343,0.5147051215171814
178,7710,0.9063684940338136,0.8758431673049927
179,7711,0.8809932470321655,0.8401780128479004
180,7713,0.8484427332878113,0.7649998068809509
181,7714,0.8199585080146791,0.7028149962425232
182,7715,0.8273261785507202,0.7458181977272034
183,7716,0.811838686466217,0.6673305630683899
184,7717,0.8614220023155212,0.7765663266181946
185,7718,0.8559184670448303,0.73357754945755
186,7719,0.910589039325714,0.8883767127990723
187,7720,0.8700240254402161,0.8247302770614624
188,7721,0.7707868218421936,0.612707257270813
189,7722,0.90442156791687,0.8995947241783142
190,7723,0.8689872622489929,0.7848576903343201
191,7724,0.9107622504234314,0.8452192544937134
192,7725,0.8755279779434204,0.7844886183738708
193,7726,0.8546820282936096,0.7618249654769897
194,7728,0.9304127693176271,0.8368746042251587
195,7729,0.8555614352226257,0.7729880213737488
196,7731,0.8667718768119812,0.8235583901405334
197,7732,0.8361162543296814,0.7769112586975098
198,7736,0.8965215682983398,0.8541418313980103
199,7737,0.881569504737854,0.8330960869789124
200,7738,0.8437454700469971,0.7535221576690674
201,7739,0.861099898815155,0.820591390132904
202,7740,0.9086254239082336,0.8401920199394226
203,7741,0.8503254055976868,0.7751152515411377
204,7742,0.8882253766059875,0.7976054549217224
205,7743,0.886459469795227,0.8435648679733276
206,7745,0.8350443840026855,0.7532821893692017
207,7746,0.8220229744911194,0.7104605436325073
208,7748,0.8203443288803101,0.6591019034385681
209,7749,0.8631508350372314,0.7875041961669922
210,7751,0.8953871726989746,0.7966471314430237
211,7752,0.8399794101715088,0.7851263880729675
212,7753,0.8752548694610596,0.7895950675010681
213,7754,0.8755866885185242,0.768291711807251
214,7756,0.7966814637184143,0.7538130879402161
215,7757,0.8956855535507202,0.7738021016120911
216,7758,0.8310790061950684,0.7357415556907654
217,7759,0.8790343403816223,0.8853446841239929
218,7760,0.8486543297767639,0.7727844119071959
219,7761,0.8673250079154968,0.8103834986686707
220,7762,0.8915237784385681,0.8011388778686523
221,7763,0.8572997450828552,0.8023520112037659
222,7769,0.8919170498847961,0.8102098703384399
223,7770,0.8650237917900085,0.8098766803741455
224,7771,0.8806933164596558,0.8070234060287476
225,7772,0.8935221433639526,0.7980130314826965
226,7773,0.8456650972366333,0.7468776106834412
227,7774,0.9146492481231691,0.8765299916267395
228,7775,0.8468119502067566,0.7262667417526245
229,7777,0.8243676424026489,0.7263070940971375
230,7780,0.8312121033668518,0.7528062462806702
231,7782,0.8998962640762329,0.840986967086792
232,7783,0.8603575229644775,0.8017662167549133
233,7784,0.8294919729232788,0.7194382548332214
234,7785,0.8480894565582275,0.7533032894134521
235,7786,0.8654548525810242,0.8090585470199585
236,7787,0.8298584818840027,0.7306245565414429
237,7788,0.8804240822792053,0.8148270249366759
238,7789,0.852071225643158,0.7487074136734009
239,7792,0.8550850749015808,0.7438302040100098
240,7793,0.721944272518158,0.6296084523200989
241,7795,0.8555837273597717,0.7751715779304504
242,7799,0.8372839689254761,0.6977112889289856
243,7800,0.823945164680481,0.7307738661766052
244,7801,0.8299942612648009,0.6966713070869446
245,7802,0.8508776426315308,0.7746753692626953
246,7803,0.8745762705802917,0.7976241707801819
247,7804,0.8498021960258484,0.7399415373802185
248,7805,0.7890081405639648,0.7206360697746277
249,7806,0.8405098915100098,0.7547109723091125
250,7807,0.8810448050498962,0.7528762817382812
251,7808,0.9157112836837769,0.8808366060256958
252,7809,0.8157992959022522,0.7164182066917419
253,7811,0.8333139419555664,0.7701697945594788
254,7812,0.8648213148117065,0.8360500931739807
255,7813,0.8326786160469055,0.6343011856079102
256,7815,0.8780440688133241,0.7831994295120239
257,7816,0.8300189971923828,0.755614161491394
258,7817,0.8563406467437744,0.7668251991271973
259,7818,0.9047775864601136,0.8612844347953796
260,7819,0.820012092590332,0.7212306261062622
261,7820,0.8209126591682434,0.7241522073745728
262,7821,0.8811948895454407,0.8750272393226624
263,7822,0.853703498840332,0.7444651126861572
264,7823,0.9017914533615112,0.9233605861663818
265,7824,0.8431580066680908,0.8049349784851074
266,7825,0.8728996515274048,0.7874874472618103
267,7826,0.8699444532394409,0.7856361865997314
268,7828,0.8878769874572754,0.8029762506484985
269,7830,0.9006785750389099,0.8488709330558777
270,7831,0.8954722881317139,0.8516231775283813
271,7832,0.8465917706489563,0.7747675776481628
272,7833,0.8636026978492737,0.7723034024238586
273,7834,0.8189705014228821,0.7265413999557495
274,7835,0.8018211722373962,0.6973739862442017
275,7837,0.880548357963562,0.8008958697319031
276,7838,0.8862171173095703,0.8267508745193481
277,7839,0.9047717452049256,0.7756686210632324
278,7840,0.7709013819694519,0.6608012914657593
279,7841,0.8532764911651611,0.808738112449646
280,7842,0.8875301480293274,0.8552290201187134
281,7844,0.7878406643867493,0.6446818113327026
282,7846,0.8481981158256531,0.752437949180603
283,7848,0.8363615870475769,0.7723028063774109
284,7849,0.8424121737480164,0.7962666749954224
285,7851,0.8758022785186768,0.7626926302909851
286,7852,0.8450976014137268,0.7291244864463806
287,7853,0.8866820931434631,0.8818615078926086
288,7854,0.8879376649856567,0.8509087562561035
289,7856,0.8453725576400757,0.8106648921966553
290,7858,0.8925793766975403,0.7459504008293152
291,7861,0.948517918586731,0.90523362159729
292,7862,0.8455783128738403,0.7213860154151917
293,7863,0.8420791029930115,0.7419628500938416
294,7865,0.8892120122909546,0.8370674252510071
295,7867,0.8547824025154114,0.665189266204834
296,7868,0.8590677380561829,0.7981132864952087
297,7869,0.8768240809440613,0.871053159236908
298,7872,0.8028034567832947,0.6837303042411804
299,7873,0.8775073289871216,0.7796555161476135
300,7874,0.8459912538528442,0.7383074164390564
301,7875,0.8714976310729979,0.7980160117149353
302,7878,0.8892718553543091,0.8532062768936157
303,7879,0.87579745054245,0.8444184064865112
304,7880,0.7640544176101685,0.6653865575790405
305,7883,0.9014584422111512,0.8065086007118225
306,7884,0.8650794029235841,0.7629111409187317
307,7885,0.8861681222915649,0.8104974627494812
308,7886,0.8886915445327759,0.8623247742652893
309,7887,0.8576378822326659,0.7340771555900574
310,7888,0.8707806468009949,0.8283880352973938
311,7889,0.8894529342651367,0.8216016888618469
312,7890,0.8291983008384705,0.7148523330688477
313,7891,0.8719891309738159,0.8422724008560181
314,7892,0.8928297758102417,0.8306838274002075
315,7893,0.8648689985275269,0.8017047643661499
316,7894,0.8831820487976074,0.8063153624534607
317,7895,0.8508361577987671,0.6816518306732178
318,7896,0.8975793123245239,0.8824546933174133
319,7897,0.8878920078277588,0.8221531510353088
320,7898,0.8757504224777222,0.8280863165855408
321,7899,0.9141076803207396,0.8973175287246704
322,7901,0.8774385452270508,0.7878041267395021
323,7902,0.7585428953170776,0.5155113339424133
324,7903,0.8216881155967712,0.6802217364311218
325,7904,0.8999163508415222,0.8538557887077332
326,7906,0.8536156415939331,0.7770882844924927
327,7907,0.8728960752487183,0.8206143975257874
328,7908,0.8629883527755737,0.8702924251556396
329,7909,0.8699129819869995,0.8468852043151855
330,7910,0.8284752368927002,0.7697269916534424
331,7912,0.7962328791618347,0.698104977607727
332,7913,0.8817419409751892,0.7482500672340393
333,7915,0.8674635887145996,0.7606972455978394
334,7916,0.9145798087120056,0.8508428931236267
335,7917,0.8651553988456726,0.8138407468795776
336,7918,0.8655511140823364,0.8068391680717468
337,7919,0.8350772857666016,0.7259141802787781
338,7920,0.8750901818275452,0.7975553870201111
339,7921,0.8400231599807739,0.6713042259216309
340,7923,0.8051640391349792,0.5993170738220215
341,7925,0.7838999032974243,0.7283086776733398
342,7926,0.8889337778091431,0.8445481657981873
343,7927,0.8555899858474731,0.8297848105430603
344,7928,0.8556894659996033,0.8473248481750488
345,7929,0.8600840568542479,0.750229001045227
346,7930,0.9132778644561768,0.8753219246864319
347,7931,0.820374608039856,0.7305662035942078
348,7933,0.8361049890518188,0.7333769202232361
349,7935,0.8980030417442322,0.7424576282501221
350,7936,0.8278197646141052,0.6994376182556152
351,7939,0.8767286539077759,0.8070601820945741
352,7940,0.8627583980560303,0.7766960263252258
353,7941,0.8584896326065063,0.7590612769126892
354,7942,0.9193271398544312,0.868419349193573
355,7944,0.8529503345489502,0.8313340544700623
356,7945,0.8811503052711487,0.8153689503669739
357,7946,0.8861545920372009,0.829884946346283
358,7947,0.8126407265663147,0.7260076999664307
359,7948,0.8785711526870728,0.808013379573822
360,7951,0.8649157881736755,0.7406704425811768
361,7952,0.9265412092208862,0.8509423136711121
362,7953,0.8165897727012634,0.6102443933486938
363,7954,0.8833599090576172,0.8463829755783081
364,7955,0.8536145091056824,0.7796092033386229
365,7956,0.8317012786865234,0.7354401350021362
366,7957,0.867508590221405,0.8357191681861877
367,7958,0.8385932445526123,0.7370825409889221
368,7959,0.8569644093513489,0.7622664570808411
369,7961,0.8642374277114868,0.8636653423309326
370,7962,0.8205645084381104,0.7348665595054626
371,7963,0.90839946269989,0.8216367363929749
372,7964,0.8364234566688538,0.7898442149162292
373,7967,0.9374984502792358,0.9378781914711
374,7969,0.8272016048431396,0.7366234660148621
375,7970,0.8393411636352539,0.734113872051239
376,7972,0.8132694363594055,0.658737301826477
377,7973,0.8753949403762817,0.7220855951309204
378,7975,0.8631654977798462,0.7985867857933044
379,7976,0.8759403824806213,0.88325035572052
380,7977,0.8514561653137207,0.7843192219734192
381,7980,0.8651673197746277,0.7590174078941345
382,7981,0.8312709927558899,0.7954691052436829
383,7983,0.8912321925163269,0.7324739098548889
384,7984,0.8841498494148254,0.8297297358512878
385,7985,0.8812472820281982,0.825755774974823
386,7986,0.8939208984375,0.8018260598182678
387,7987,0.8797538280487059,0.823200523853302
388,7988,0.8567005395889282,0.7761275768280029
389,7990,0.8599278926849365,0.7724947333335876
390,7991,0.8015634417533875,0.6043117642402649
391,7992,0.8670163750648499,0.8452338576316833
392,7993,0.886927604675293,0.8382678627967834
393,7994,0.8138993978500366,0.7038180232048035
394,7995,0.9121400117874146,0.875123143196106
395,7996,0.8664809465408325,0.7918930649757385
396,7997,0.8656120300292969,0.8245061635971069
397,7998,0.836359441280365,0.7792429924011229
398,7999,0.8473400473594666,0.7742818593978882
399,8000,0.8452926874160767,0.8202763795852661
400,8001,0.8253524899482727,0.74342280626297
401,8002,0.8540157675743103,0.7838458418846129
402,8004,0.901887595653534,0.8519755005836487
403,8008,0.8857088088989258,0.8506876826286316
404,8009,0.8234474658966064,0.7418699860572815
405,8010,0.8447347283363342,0.7523423433303833
406,8012,0.8197233080863953,0.6088930368423462
407,8013,0.8301666378974915,0.7581608295440674
408,8014,0.9189100861549376,0.8532340526580809
409,8015,0.8448331952095032,0.7910476922988892
410,8016,0.9113289713859558,0.8768597245216371
411,8018,0.8449573516845703,0.6685090065002441
412,8019,0.8612724542617798,0.7847532033920288
413,8021,0.8189562559127808,0.7331516146659851
414,8022,0.8458409905433655,0.756791353225708
415,8023,0.9071064591407776,0.8675169944763184
416,8024,0.8668758273124695,0.7898944020271301
417,8026,0.8699343204498291,0.8204138278961182
418,8027,0.8554843068122864,0.7649948596954346
419,8028,0.7962478399276733,0.7616817355155945
420,8029,0.8662748932838441,0.8144471645355225
421,8030,0.824972927570343,0.7646658420562744
422,8032,0.8739721179008484,0.8057289719581604
423,8033,0.9168506860733032,0.9429491758346558
424,8035,0.8695500493049622,0.8050743937492371
425,8036,0.8815131187438965,0.834884762763977
426,8037,0.8744051456451416,0.7758384943008423
427,8038,0.8595389127731323,0.7827121615409851
428,8040,0.8703163862228394,0.81609046459198
429,8041,0.8810003399848938,0.8419617414474487
430,8042,0.9113293886184692,0.8977838754653931
431,8043,0.9094398617744446,0.8637824058532715
432,8044,0.8556540012359619,0.6729959845542908
433,8045,0.8823801875114441,0.8160027861595154
434,8047,0.9271299242973328,0.9174181222915648
435,8048,0.8191072344779968,0.6285727620124817
436,8049,0.8369567990303041,0.7711839079856873
437,8050,0.8772268891334534,0.81093829870224
438,8051,0.8717873692512512,0.6926217675209045
439,8052,0.8618983030319214,0.7876794338226318
440,8054,0.8636374473571777,0.7682662010192871
441,8056,0.9008433222770692,0.8187981247901917
442,8057,0.9078940749168396,0.8569798469543457
443,8058,0.8708115220069885,0.7468103170394897
444,8059,0.818583071231842,0.7116254568099976
445,8060,0.8822885155677795,0.7932332754135132
446,8061,0.8437198400497437,0.7158167958259583
447,8062,0.7704902291297913,0.6734814643859863
448,8063,0.8189244270324707,0.6222295761108398
449,8064,0.8370968699455261,0.8693398833274841
450,8065,0.8145417571067809,0.7189781665802002
451,8066,0.8703751564025879,0.8097941875457764
452,8067,0.8400885462760925,0.7382898926734924
453,8068,0.891893208026886,0.8331124782562256
454,8069,0.8018720149993896,0.7335492372512817
455,8071,0.8796055316925049,0.9093168377876282
456,8072,0.8815362453460693,0.8339425921440125
457,8073,0.9028429985046388,0.8595595955848694
458,8074,0.8493512272834778,0.7644757628440857
459,8075,0.8678730726242065,0.7890296578407288
460,8076,0.8766959905624391,0.8517347574234009
461,8077,0.8538915514945984,0.758240818977356
462,8078,0.8891075253486633,0.840042233467102
463,8079,0.8453167676925659,0.7674605846405029
464,8080,0.8721000552177429,0.8440072536468506
465,8081,0.87781822681427,0.8219797611236572
466,8082,0.819777250289917,0.7355417609214783
467,8084,0.8945220708847046,0.8130298852920532
468,8085,0.8199295997619629,0.7030498385429382
469,8086,0.8817473053932191,0.8201470375061035
470,8087,0.8621529340744019,0.7887046933174133
471,8088,0.8311738371849059,0.7610529661178589
472,8089,0.8715590238571167,0.8062855005264282
473,8090,0.8014106154441833,0.6737798452377319
474,8091,0.8396459817886353,0.7133876085281372
475,8092,0.8553377389907837,0.7239880561828613
476,8095,0.8386644124984741,0.6966195702552795
477,8096,0.8937242031097412,0.8640084862709045
478,8097,0.8700540065765381,0.7763847112655641
479,8098,0.8461983799934387,0.8028895854949951
480,8100,0.8603551387786865,0.770699143409729
481,8101,0.7991584539413452,0.6957712173461914
482,8102,0.8570945858955383,0.766274631023407
483,8103,0.877997100353241,0.878363311290741
484,8104,0.8329712748527527,0.8009978532791138
485,8105,0.7543931603431702,0.6706299185752869
486,8108,0.8354373574256897,0.662219762802124
487,8109,0.903985321521759,0.8555751442909241
488,8110,0.8344966769218445,0.7392283082008362
489,8111,0.8918977975845337,0.8350185751914978
490,8112,0.8615092635154724,0.8305734395980835
491,8113,0.8665381073951721,0.7976639270782471
492,8114,0.8286774754524231,0.7886763215065002
493,8115,0.8740825653076172,0.8848544359207153
494,8118,0.7630701065063477,0.6298220157623291
495,8120,0.8489071726799011,0.7340613603591919
496,8121,0.9134677052497864,0.9261761307716371
497,8122,0.8795427680015564,0.7936478853225708
498,8123,0.7837373614311218,0.5939527750015259
499,8124,0.8334775567054749,0.6851897239685059
500,8126,0.8354144096374512,0.7566683888435364
501,8127,0.8241929411888123,0.7253419160842896
502,8128,0.8094686269760132,0.7010993361473083
503,8131,0.8414406776428223,0.7140594720840454
504,8132,0.8165792226791382,0.7509729266166687
505,8134,0.844995379447937,0.7587241530418396
506,8136,0.7985730171203613,0.6775733232498169
507,8137,0.7748134136199951,0.5858233571052551
508,8138,0.8444010615348816,0.7679217457771301
509,8140,0.9099928736686708,0.8160703778266907
510,8142,0.8494163751602173,0.7467095851898193
511,8145,0.8717019557952881,0.7654147744178772
512,8146,0.8977853655815125,0.8862114548683167
513,8147,0.847868800163269,0.7662899494171143
514,8149,0.8632239699363708,0.8288878202438354
515,8150,0.8426772356033325,0.7669459581375122
516,8151,0.8347866535186768,0.6962386965751648
517,8152,0.8569990992546082,0.7610682249069214
518,8153,0.8709039688110352,0.8017895817756653
519,8155,0.8614559769630432,0.7384735941886902
520,8156,0.8979355692863464,0.8447292447090149
521,8157,0.8696532249450684,0.7621065974235535
522,8158,0.8399955034255981,0.7732428908348083
523,8159,0.883736789226532,0.8090723156929016
524,8161,0.8652427196502686,0.7547948956489563
525,8162,0.8677370548248291,0.7847245931625366
526,8163,0.8991874456405641,0.8405413031578064
527,8165,0.8872630596160889,0.8486227989196777
528,8166,0.8550158143043518,0.8463013172149658
529,8167,0.8292245268821716,0.6990734338760376
530,8168,0.8696161508560181,0.7103906869888306
531,8169,0.8941587805747986,0.8539001941680908
532,8170,0.8717568516731262,0.7727749943733215
533,8171,0.88039231300354,0.7989256978034973
534,8172,0.9364184141159058,0.8685674071311951
535,8174,0.8629000782966614,0.8029870390892029
536,8175,0.8657987713813782,0.7432634830474854
537,8178,0.8324505686759949,0.7516633868217468
538,8179,0.8967940807342529,0.8401307463645935
539,8180,0.8768545389175415,0.8092828392982483
540,8181,0.7797347903251648,0.649456262588501
541,8182,0.8262825012207031,0.7760086059570312
542,8184,0.8910714983940125,0.8254314661026001
543,8185,0.8850806951522827,0.757365345954895
544,8186,0.8273763656616211,0.6906872987747192
545,8187,0.8498477935791016,0.7621144652366638
546,8188,0.8871382474899292,0.7706311345100403
547,8189,0.8455695509910583,0.753135085105896
548,8190,0.8817730545997621,0.797734797000885
549,8191,0.8592948317527771,0.8079867959022522
550,8192,0.8403363227844238,0.791168749332428
551,8193,0.8760720491409302,0.812470018863678
552,8194,0.8875871300697327,0.847585916519165
553,8195,0.8783411979675293,0.7415894269943237
554,8196,0.8691032528877258,0.7231137156486511
555,8197,0.8563875555992126,0.7668457627296448
556,8198,0.8594762682914734,0.7581565380096436
557,8199,0.7782658934593201,0.6163309812545776
558,8200,0.8901707530021667,0.8488410115242004
559,8201,0.8521476984024048,0.8541775345802307
560,8202,0.8598987460136414,0.7710492610931396
561,8205,0.8309597969055176,0.7812206745147705
562,8206,0.8881875276565552,0.8509630560874939
563,8207,0.8890148997306824,0.8709144592285156
564,8208,0.8377174735069275,0.7501797080039978
565,8209,0.86464524269104,0.7561849355697632
566,8210,0.8396507501602173,0.7148342728614807
567,8211,0.8433160185813904,0.7247475385665894
568,8214,0.8794592022895813,0.8099687099456787
569,8215,0.8773068189620972,0.8156032562255859
570,8216,0.8600611686706543,0.7885218262672424
571,8217,0.7482264041900635,0.5929561257362366
572,8218,0.8511039614677429,0.7050758600234985
573,8219,0.8794646859169006,0.8023734092712402
574,8220,0.8832146525382996,0.7517157196998596
575,8221,0.8826398849487305,0.8059477806091309
576,8222,0.8844996690750122,0.8432391285896301
577,8224,0.8422682881355286,0.664267897605896
578,8225,0.8937281370162964,0.8531121015548706
579,8226,0.8969039916992188,0.8325278759002686
580,8227,0.8386450409889221,0.8026041388511658
581,8228,0.8796656727790833,0.7743229269981384
582,8229,0.8759404420852661,0.8206046819686891
583,8230,0.8089367747306824,0.7404593229293823
584,8231,0.8599759936332703,0.8308924436569214
585,8233,0.8595287799835205,0.7289414405822754
586,8234,0.8200451135635376,0.7800230979919434
587,8235,0.8875765800476074,0.8552330136299133
588,8236,0.790061354637146,0.7239867448806763
589,8238,0.8811039924621582,0.8408527374267578
590,8239,0.8839205503463745,0.8130469918251038
591,8240,0.8456188440322876,0.6922383308410645
592,8241,0.821574330329895,0.7294427752494812
593,8243,0.8491700887680054,0.7516849637031555
594,8245,0.8867641687393188,0.8900920152664185
595,8246,0.8374316692352295,0.7319191694259644
596,8247,0.9258398413658142,0.9020651578903198
597,8249,0.8040379285812378,0.6472376585006714
598,8251,0.8468035459518433,0.6537505984306335
599,8252,0.8521387577056885,0.8513115644454956
600,8253,0.8728945255279541,0.8232240676879883
601,8254,0.8630890250205994,0.7852827906608582
602,8256,0.7804844379425049,0.7016056776046753
603,8259,0.8514900803565979,0.7455360889434814
604,8260,0.795872688293457,0.645717442035675
605,8261,0.8949435949325562,0.7202045321464539
606,8263,0.880636990070343,0.8696498870849609
607,8265,0.727543830871582,0.4087267816066742
608,8266,0.8807722330093384,0.8058825135231018
609,8267,0.8948771953582764,0.8326049447059631
610,8268,0.8589788675308228,0.7868242263793945
611,8269,0.8982694149017334,0.8398987650871277
